aid,title,publication_date,source_name,content,country,publisher,original_topics,other_metadata,mf_authorityvice,mf_authorityvirtue,mf_fairnessvice,mf_fairnessvirtue,mf_harmvice,mf_harmvirtue,mf_ingroupvice,mf_purityvirtue,mf_purityvice,mf_moralitygeneral,mf_ingroupvirtue,year
20190427024509648,Afghan-Pakistan Peace Commission to meet this week,6/7/11 12:00 AM,BulkLexisNexis,NA,"United States|Islamic Republic of Pakistan, Pakistan|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,0,0,0,2,4,5,0,0,0,5,2011
20190427025521908,"China's commerce, customs agencies sign memo to improve trade environment",6/30/11 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Economic""}",0,0,0,0,0,0,1,0,0,0,1,2011
20190427234704800,Roundup: Mozambican parliament approves budget plan,12/15/11 12:00 AM,BulkLexisNexis,NA,"Republic of Mozambique, Mozambique",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",1,1,0,0,0,0,2,2,0,2,3,2011
20190427234705376,Roundup: Mozambican parliament approves budget plan,12/15/11 12:00 AM,BulkLexisNexis,NA,"Republic of Mozambique, Mozambique",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",1,1,0,0,0,0,2,2,0,2,3,2011
20190427235248060,"Somali gov't deplores killing of MSF doctors, vows to bring perpetrator to justice",12/30/11 12:00 AM,BulkLexisNexis,NA,Somalia,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,1,0,3,4,3,1,0,0,0,4,2011
20190427235247316,Yearender: Canada wraps up 2011 in fierce Conservative shake-up by Mark Bourrie & Zhang Dacheng,12/31/11 12:00 AM,BulkLexisNexis,NA,"Hashemite Kingdom of Jordan, Jordan|Republic of South Africa, South Africa|Republic of Panama, Panama|United Kingdom of Great Britain and Northern Ireland, United Kingdom|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",3,20,0,0,9,3,5,0,1,1,18,2011
20190427235247572,Yearender: Canada wraps up 2011 in fierce Conservative shake-up by Mark Bourrie & Zhang Dacheng,12/31/11 12:00 AM,BulkLexisNexis,NA,"Hashemite Kingdom of Jordan, Jordan|Republic of South Africa, South Africa|Republic of Panama, Panama|United Kingdom of Great Britain and Northern Ireland, United Kingdom|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",3,20,0,0,9,3,5,0,1,1,18,2011
20190427235247668,"Somali gov't deplores killing of MSF doctors, vows to bring perpetrator to justice",12/30/11 12:00 AM,BulkLexisNexis,NA,Somalia,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,1,0,3,4,3,1,0,0,0,4,2011
20190427234813728,Burundi's court confirms detention of magistrate over terror acts,12/22/11 12:00 AM,BulkLexisNexis,NA,"Republic of Burundi, Burundi",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",3,3,0,0,2,0,2,0,0,0,2,2011
20190427235050916,Burundi's court confirms detention of magistrate over terror acts,12/22/11 12:00 AM,BulkLexisNexis,NA,"Republic of Burundi, Burundi",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",3,3,0,0,2,0,2,0,0,0,2,2011
20190427231257648,1st LD Death toll in Turkey's earthquake rises to 366,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,1,0,1,0,0,0,0,2011
20190427231257664,2-week-old baby rescued 2 days after Turkey's earthquake: report,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,1,0,1,0,0,0,0,2011
20190427231257676,1st LD Death toll in Turkey earthquake rises to 432,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,0,1,0,0,0,0,2011
20190427231257680,Death toll in Turkey earthquake rises to 459,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,0,1,0,0,0,0,2011
20190427231257948,Roundup: Death toll from earthquake in Turkey's Van province rises to 279,10/24/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,5,0,1,0,0,0,2,2011
20190427231513804,"Two kidnapped aid workers alive, well in Somalia",10/31/11 12:00 AM,BulkLexisNexis,NA,"Republic of Kenya, Kenya|Kingdom of Denmark, Denmark|Somalia",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,2,0,0,1,0,2,0,0,0,2,2011
20190427231621784,"Two kidnapped aid workers alive, well in Somalia",10/31/11 12:00 AM,BulkLexisNexis,NA,"Republic of Kenya, Kenya|Kingdom of Denmark, Denmark|Somalia",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,2,0,0,1,0,2,0,0,0,2,2011
20190427231049648,Death toll in Turkey earthquake rises to 459,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,0,1,0,0,0,0,2011
20190427231258596,Roundup: Death toll from earthquake in Turkey's Van province rises to 279,10/24/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,5,0,1,0,0,0,2,2011
20190427231049736,1st LD Death toll in Turkey earthquake rises to 432,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,0,1,0,0,0,0,2011
20190427231049744,1st LD Two aid workers abducted in central Somalia,10/25/11 12:00 AM,BulkLexisNexis,NA,"Republic of Kenya, Kenya|Kingdom of Denmark, Denmark|Somalia",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",1,0,0,0,0,0,8,0,0,0,6,2011
20190427231049764,"Xinhua General News Service October 25, 2011 Tuesday 9:55 AM EST",10/25/11 12:00 AM,BulkLexisNexis,NA,Somalia,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,0,1,0,0,0,0,2011
20190427231049832,2-week-old baby rescued 2 days after Turkey's earthquake: report,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,1,0,1,0,0,0,0,2011
20190427231049912,1st LD Death toll in Turkey's earthquake rises to 366,10/25/11 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,1,0,1,0,0,0,0,2011
20190427231050140,"Xinhua General News Service October 25, 2011 Tuesday 1:17 AM EST",10/25/11 12:00 AM,BulkLexisNexis,NA,Somalia,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,0,1,0,0,0,0,2011
20190427231050140,1st LD Two aid workers abducted in central Somalia,10/25/11 12:00 AM,BulkLexisNexis,NA,"Republic of Kenya, Kenya|Kingdom of Denmark, Denmark|Somalia",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",1,0,0,0,0,0,8,0,0,0,6,2011
20190427232559756,"Former U.S. diplomats warn Congress against sharp cuts in foreign aid WASHINGTON, Nov. 14 (Xinhua) -- Five former U.S. Secretaries of State on Monday issued a message to Congress to warn against passing a bill to sharply cut U.S. foreign aid due to current economic downturn, citing it as ""critical to America's global leadership."" ""We believe these programs are critical to America's global leadership and represent strategic investments in our nation's security and prosperity,"" the five former top diplomats told Congress members in a joint letter issued via the U.S. Global Leadership Council, a broad-based influential network of 400 U.S. businesses, non-governmental organizations and foreign policy experts.",11/14/11 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China|Islamic Republic of Pakistan, Pakistan|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,3,1,0,1,1,7,0,0,0,0,2011
20190427232403804,Full Text: New Progress in Development-oriented Poverty Reduction Program for Rural China (10) (Table 3. Poverty reduction work done by the military and armed police force from 2001 to 2010),11/15/11 12:00 AM,BulkLexisNexis,NA,"Federal Republic of Germany, Germany|Japan|United Kingdom of Great Britain and Northern Ireland, United Kingdom|People's Republic of China, China|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Economic""}",0,0,0,0,1,1,4,0,0,0,2,2011
20190427232404220,"Former U.S. diplomats warn Congress against sharp cuts in foreign aid WASHINGTON, Nov. 14 (Xinhua) -- Five former U.S. Secretaries of State on Monday issued a message to Congress to warn against passing a bill to sharply cut U.S. foreign aid due to current economic downturn, citing it as ""critical to America's global leadership."" ""We believe these programs are critical to America's global leadership and represent strategic investments in our nation's security and prosperity,"" the five former top diplomats told Congress members in a joint letter issued via the U.S. Global Leadership Council, a broad-based influential network of 400 U.S. businesses, non-governmental organizations and foreign policy experts.",11/14/11 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China|Islamic Republic of Pakistan, Pakistan|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,3,1,0,1,1,7,0,0,0,0,2011
20190427232306032,Full Text: New Progress in Development-oriented Poverty Reduction Program for Rural China (10) (Table 3. Poverty reduction work done by the military and armed police force from 2001 to 2010),11/15/11 12:00 AM,BulkLexisNexis,NA,"Federal Republic of Germany, Germany|Japan|United Kingdom of Great Britain and Northern Ireland, United Kingdom|People's Republic of China, China|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Economic""}",0,0,0,0,1,1,4,0,0,0,2,2011
20190427232304876,GOP presidential hopefuls debate on foreign policy,11/13/11 12:00 AM,BulkLexisNexis,NA,"Republic of Iraq, Iraq|People's Republic of China, China|Islamic Republic of Iran, Iran|Islamic Republic of Pakistan, Pakistan|United States|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,1,1,0,5,0,0,1,1,2011
20190427233228584,China Focus: China expands free trade programs to help most needy nations,11/24/11 12:00 AM,BulkLexisNexis,NA,"Federal Democratic Republic of Ethiopia, Ethiopia|People's Republic of China, China|United States|Republic of Zambia, Zambia|Kingdom of Cambodia, Cambodia|Republic of Haiti, Haiti",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Economic""}",0,0,0,0,0,3,1,0,0,1,4,2011
20190427233228704,China Focus: China expands free trade programs to help most needy nations,11/24/11 12:00 AM,BulkLexisNexis,NA,"Federal Democratic Republic of Ethiopia, Ethiopia|People's Republic of China, China|United States|Republic of Zambia, Zambia|Kingdom of Cambodia, Cambodia|Republic of Haiti, Haiti",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Economic""}",0,0,0,0,0,3,1,0,0,1,4,2011
20190427232826240,Full Text: China's Policies and Actions for Addressing Climate Change,11/21/11 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|Federal Republic of Germany, Germany|Commonwealth of Australia, Australia|Republic of France, France|Republic of South Africa, South Africa|Repubblica Italiana, Italy|Federative Republic of Brazil, Brazil|People's Republic of China, China|Kingdom of Norway, Norway|Kingdom of Sweden, Sweden|Republic of Djibouti, Djibouti|Republic of India, India|United Kingdom of Great Britain and Northern Ireland, United Kingdom|Japan|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,3,0,1,0,4,1,10,0,1,13,2011
20190427232961048,China focuses on six measures to help LDC economies: official,11/25/11 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,1,0,1,0,0,0,4,2011
20190427233247200,Gunmen kill two foreign aid workers in Burundi's Ngozi province,11/28/11 12:00 AM,BulkLexisNexis,NA,"United States|Republic of Burundi, Burundi",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,0,0,0,2,2,1,0,0,0,0,2011
20190427232959772,Full Text: China's Policies and Actions for Addressing Climate Change,11/21/11 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|Federal Republic of Germany, Germany|Commonwealth of Australia, Australia|Republic of France, France|Republic of South Africa, South Africa|Repubblica Italiana, Italy|Federative Republic of Brazil, Brazil|People's Republic of China, China|Kingdom of Norway, Norway|Kingdom of Sweden, Sweden|Republic of Djibouti, Djibouti|Republic of India, India|United Kingdom of Great Britain and Northern Ireland, United Kingdom|Japan|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,3,0,1,0,4,1,10,0,1,13,2011
20190427232960536,China focuses on six measures to help LDC economies: official,11/25/11 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,1,0,1,0,0,0,4,2011
20190427233230180,Gunmen kill two foreign aid workers in Burundi's Ngozi province,11/28/11 12:00 AM,BulkLexisNexis,NA,"United States|Republic of Burundi, Burundi",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,0,0,0,2,2,1,0,0,0,0,2011
20190427024252240,"Xinhua world news summary at 0030 GMT, June 5",6/4/11 12:00 AM,BulkLexisNexis,NA,"Republic of Yemen, Yemen|United States|Islamic Republic of Pakistan, Pakistan|Lebanon|Hellenic Republic, Greece|Kingdom of Saudi Arabia, Saudi Arabia|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",1,1,0,0,3,3,2,1,0,0,4,2011
20190427024252320,"Kyrgyzstan parliament, U.S. Congress vow to strengthen cooperation",6/9/11 12:00 AM,BulkLexisNexis,NA,"Kyrgyz Republic, Kyrgyzstan|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,1,0,3,0,0,0,1,2011
20190427024126884,"Xinhua world economic news summary at 0430 GMT, June 6",6/6/11 12:00 AM,BulkLexisNexis,NA,"Repubblica Italiana, Italy|People's Republic of China, China|United States|Hellenic Republic, Greece|Arab Republic of Egypt, Egypt",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",1,2,0,0,0,1,1,1,0,0,0,2011
20190427024251072,"Xinhua world economic news summary at 0430 GMT, June 6",6/6/11 12:00 AM,BulkLexisNexis,NA,"Repubblica Italiana, Italy|People's Republic of China, China|United States|Hellenic Republic, Greece|Arab Republic of Egypt, Egypt",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",1,2,0,0,0,1,1,1,0,0,0,2011
20190427022647736,Australia to boost foreign aids by 520 million USD,5/10/11 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Commonwealth of Australia, Australia|United States|Independent State of Papua New Guinea, Papua New Guinea",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,2,0,0,1,0,5,0,1,0,3,2011
20190427022647800,"Roundup: Fiscal crisis between Israel, PNA to harm reconciliation treaty",5/10/11 12:00 AM,BulkLexisNexis,NA,"State of Israel, Israel|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,7,0,0,1,1,1,0,0,0,3,2011
20190427024509156,Afghan-Pakistan Peace Commission to meet this week,6/7/11 12:00 AM,BulkLexisNexis,NA,"United States|Islamic Republic of Pakistan, Pakistan|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,0,0,0,2,4,5,0,0,0,5,2011
20190427024956488,China's import strategy should prioritize technology over capital: Vice Premier,6/21/11 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,1,0,0,3,0,0,1,2,2011
20190427024251840,"Xinhua world news summary at 0030 GMT, June 5",6/4/11 12:00 AM,BulkLexisNexis,NA,"Republic of Yemen, Yemen|United States|Islamic Republic of Pakistan, Pakistan|Lebanon|Hellenic Republic, Greece|Kingdom of Saudi Arabia, Saudi Arabia|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",1,1,0,0,3,3,2,1,0,0,4,2011
20190427024251876,Greek labor unions stage rally in Athens over new package of austerity measures,6/4/11 12:00 AM,BulkLexisNexis,NA,"United States|Hellenic Republic, Greece",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",3,0,0,2,1,3,1,2,0,0,2,2011
20190427024252148,Greek labor unions stage rally in Athens over new package of austerity measures,6/4/11 12:00 AM,BulkLexisNexis,NA,"United States|Hellenic Republic, Greece",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",3,0,0,2,1,3,1,2,0,0,2,2011
20190427235503672,China publishes annual collection of white papers,1/3/12 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,1,0,0,0,4,2,0,0,1,2,2012
20190427235754440,China publishes annual collection of white papers,1/3/12 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,1,0,0,0,4,2,0,0,1,2,2012
20190428000050120,PNA budget deficit hit 800 million dollars in 2011: PM,1/9/12 12:00 AM,BulkLexisNexis,NA,"State of Israel, Israel|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,3,0,0,0,1,2,0,0,1,3,2012
20190427233830500,Ghana remains resolute against legalizing gay right,12/7/11 12:00 AM,BulkLexisNexis,NA,"United Kingdom of Great Britain and Northern Ireland, United Kingdom|Republic of Ghana, Ghana|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,6,1,4,1,0,2,0,0,7,5,2011
20190427234236528,Roundup: KSE slumps 1.73 pct on in ferts,12/13/11 12:00 AM,BulkLexisNexis,NA,"United States|Islamic Republic of Pakistan, Pakistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",0,0,1,1,1,1,5,0,0,3,2,2011
20190427233831104,Ghana remains resolute against legalizing gay right,12/7/11 12:00 AM,BulkLexisNexis,NA,"United Kingdom of Great Britain and Northern Ireland, United Kingdom|Republic of Ghana, Ghana|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,6,1,4,1,0,2,0,0,7,5,2011
20190427233617520,Jordan's budget deficit narrows by 39 pct in first ten months,11/30/11 12:00 AM,BulkLexisNexis,NA,"Hashemite Kingdom of Jordan, Jordan|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,0,0,0,2,0,0,0,0,2011
20190427234409456,Roundup: Bangladesh currency value depreciates against U.S. dollar,12/12/11 12:00 AM,BulkLexisNexis,NA,"Commonwealth of Australia, Australia|Malaysia|Republic of Singapore, Singapore|United States|Bangladesh",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,1,1,2,0,0,9,0,0,5,2,2011
20190427234409804,Roundup: Bangladesh currency value depreciates against U.S. dollar,12/12/11 12:00 AM,BulkLexisNexis,NA,"Commonwealth of Australia, Australia|Malaysia|Republic of Singapore, Singapore|United States|Bangladesh",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,1,1,2,0,0,9,0,0,5,2,2011
20190427234236004,Roundup: KSE slumps 1.73 pct on in ferts,12/13/11 12:00 AM,BulkLexisNexis,NA,"United States|Islamic Republic of Pakistan, Pakistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",0,0,1,1,1,1,5,0,0,3,2,2011
20190427233618140,Jordan's budget deficit narrows by 39 pct in first ten months,11/30/11 12:00 AM,BulkLexisNexis,NA,"Hashemite Kingdom of Jordan, Jordan|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,0,0,0,2,0,0,0,0,2011
20190427033459260,UN Secretary General praises Australia on humanitarian issues,9/3/11 12:00 AM,BulkLexisNexis,NA,"Commonwealth of Australia, Australia|United States|New Zealand|Solomon Islands|Syrian Arab Republic, Syria|Republic of Kiribati, Kiribati|Libya|South Sudan|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,1,0,5,4,1,0,0,8,2011
20190427033459456,UN Secretary General praises Australia on humanitarian issues,9/3/11 12:00 AM,BulkLexisNexis,NA,"Commonwealth of Australia, Australia|United States|New Zealand|Solomon Islands|Syrian Arab Republic, Syria|Republic of Kiribati, Kiribati|Libya|South Sudan|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,1,0,5,4,1,0,0,8,2011
20190427035116828,Roundup: Palestinians look for modifying Paris agreement signed with Israel,9/27/11 12:00 AM,BulkLexisNexis,NA,"Hashemite Kingdom of Jordan, Jordan|State of Israel, Israel|United States|Kingdom of Saudi Arabia, Saudi Arabia",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,2,1,0,0,1,1,0,0,0,4,2011
20190427035117376,Roundup: Palestinians look for modifying Paris agreement signed with Israel,9/27/11 12:00 AM,BulkLexisNexis,NA,"Hashemite Kingdom of Jordan, Jordan|State of Israel, Israel|United States|Kingdom of Saudi Arabia, Saudi Arabia",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,2,1,0,0,1,1,0,0,0,4,2011
20190427024956980,"Feature: Conflicts, poverty suspend Afghan refugees' return to home",6/20/11 12:00 AM,BulkLexisNexis,NA,"Republic of Iraq, Iraq|Somalia|Islamic Republic of Iran, Iran|Islamic Republic of Pakistan, Pakistan|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,1,0,0,4,2,1,0,0,0,3,2011
20190427033860368,Greece can not afford to lose European funds: EU commissioner,9/12/11 12:00 AM,BulkLexisNexis,NA,"Portuguese Republic, Portugal|Ireland|United States|Hellenic Republic, Greece",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,0,1,3,1,1,0,1,2,2011
20190427034049556,Roundup: Myanmar takes measures to replace over-age vehicles by Feng Yingqiu,9/12/11 12:00 AM,BulkLexisNexis,NA,"Republic of India, India|Kingdom of Thailand, Thailand|Malaysia|People's Republic of China, China|Japan|Republic of Korea, South Korea|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,7,0,0,0,0,1,0,0,1,4,2011
20190427034051016,PNA to show donors its readiness for state governing,9/14/11 12:00 AM,BulkLexisNexis,NA,"State of Israel, Israel|Kingdom of Norway, Norway|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,7,0,1,0,2,1,0,0,0,7,2011
20190427033811264,Greece announces supplementary austerity measures to meet fiscal targets,9/11/11 12:00 AM,BulkLexisNexis,NA,"Federal Republic of Germany, Germany|United States|Hellenic Republic, Greece",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,1,0,1,1,1,0,0,1,2011
20190427033811448,Greece announces supplementary austerity measures to meet fiscal targets,9/11/11 12:00 AM,BulkLexisNexis,NA,"Federal Republic of Germany, Germany|United States|Hellenic Republic, Greece",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,1,0,1,1,1,0,0,1,2011
20190427034049856,Roundup: Myanmar takes measures to replace over-age vehicles by Feng Yingqiu,9/12/11 12:00 AM,BulkLexisNexis,NA,"Republic of India, India|Kingdom of Thailand, Thailand|Malaysia|People's Republic of China, China|Japan|Republic of Korea, South Korea|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,7,0,0,0,0,1,0,0,1,4,2011
